date,load_mw
2016-09-19,7209.875
2016-09-20,7246.625
2016-09-21,7243.375
2016-09-22,7195.208333333333
2016-09-23,7006.083333333333
2016-09-24,5903.541666666667
2016-09-25,5467.791666666667
2016-09-26,7015.791666666667
2016-09-27,7175.875
2016-09-28,7234.916666666667
2016-09-29,7233.791666666667
2016-09-30,6969.75
2016-10-01,5999.916666666667
2016-10-02,5822.541666666667
2016-10-03,7220.041666666667
2016-10-04,7572.125
2016-10-05,7546.0
2016-10-06,7677.166666666667
2016-10-07,7512.291666666667
2016-10-08,6511.583333333333
2016-10-09,5981.583333333333
2016-10-10,7698.541666666667
2016-10-11,7840.916666666667
2016-10-12,7935.375
2016-10-13,7841.0
2016-10-14,7552.541666666667
2016-10-15,6382.375
2016-10-16,5813.75
2016-10-17,7662.875
2016-10-18,7799.916666666667
2016-10-19,7861.833333333333
2016-10-20,7877.708333333333
2016-10-21,7715.083333333333
2016-10-22,6477.666666666667
2016-10-23,6063.875
2016-10-24,7563.666666666667
2016-10-25,7627.291666666667
2016-10-26,6287.958333333333
2016-10-27,7546.375
2016-10-28,7434.208333333333
2016-10-29,6440.375
2016-10-30,5948.625
2016-10-31,6984.125
2016-11-01,6081.666666666667
2016-11-02,7706.666666666667
2016-11-03,7974.958333333333
2016-11-04,7891.916666666667
2016-11-05,6864.083333333333
2016-11-06,6566.625
2016-11-07,8361.041666666666
2016-11-08,8609.041666666666
2016-11-09,8635.166666666666
2016-11-10,8480.625
2016-11-11,8372.75
2016-11-12,7508.375
2016-11-13,7063.625
2016-11-14,8597.166666666666
2016-11-15,8564.666666666666
2016-11-16,8420.208333333334
2016-11-17,8308.25
2016-11-18,8043.416666666667
2016-11-19,7104.916666666667
2016-11-20,6511.583333333333
2016-11-21,7925.583333333333
2016-11-22,8029.583333333333
2016-11-23,8132.666666666667
2016-11-24,8133.333333333333
2016-11-25,8035.125
2016-11-26,6959.0
2016-11-27,6532.458333333333
2016-11-28,8661.791666666666
2016-11-29,8950.708333333334
2016-11-30,8760.125
2016-12-01,8603.916666666666
2016-12-02,8441.125
2016-12-03,7492.0
2016-12-04,7126.166666666667
2016-12-05,8775.0
2016-12-06,8813.333333333334
2016-12-07,8770.333333333334
2016-12-08,7411.333333333333
2016-12-09,7901.25
2016-12-10,7154.208333333333
2016-12-11,6825.333333333333
2016-12-12,8511.583333333334
2016-12-13,8716.25
2016-12-14,8576.416666666666
2016-12-15,8684.416666666666
2016-12-16,8694.666666666666
2016-12-17,7681.708333333333
2016-12-18,7138.833333333333
2016-12-19,8767.958333333334
2016-12-20,8910.083333333334
2016-12-21,8745.916666666666
2016-12-22,8587.416666666666
2016-12-23,7968.791666666667
2016-12-24,6806.666666666667
2016-12-25,6402.75
2016-12-26,6395.083333333333
2016-12-27,7294.916666666667
2016-12-28,7369.583333333333
2016-12-29,7585.041666666667
2016-12-30,7544.25
2016-12-31,6956.291666666667
2017-01-01,6657.083333333333
2017-01-02,8015.375
2017-01-03,8260.625
2017-01-04,8377.333333333334
2017-01-05,8329.5
2017-01-06,7667.75
2017-01-07,7876.625
2017-01-08,7464.708333333333
2017-01-09,8861.958333333334
2017-01-10,9160.291666666666
2017-01-11,9241.333333333334
2017-01-12,8923.625
2017-01-13,8916.25
2017-01-14,7883.416666666667
2017-01-15,7320.5
2017-01-16,8900.875
2017-01-17,9150.833333333334
2017-01-18,9198.833333333334
2017-01-19,9225.75
2017-01-20,9112.333333333334
2017-01-21,8179.75
2017-01-22,7592.041666666667
2017-01-23,9076.666666666666
2017-01-24,9315.041666666666
2017-01-25,9251.916666666666
2017-01-26,9202.958333333334
2017-01-27,9024.583333333334
2017-01-28,8071.625
2017-01-29,7627.25
2017-01-30,9224.0
2017-01-31,9209.458333333334
2017-02-01,9094.5
2017-02-02,8979.791666666666
2017-02-03,8665.75
2017-02-04,7476.833333333333
2017-02-05,6882.416666666667
2017-02-06,8639.458333333334
2017-02-07,8544.0
2017-02-08,8734.375
2017-02-09,8833.0
2017-02-10,8654.916666666666
2017-02-11,7646.541666666667
2017-02-12,7187.083333333333
2017-02-13,8538.0
2017-02-14,8563.0
2017-02-15,8504.25
2017-02-16,8460.541666666666
2017-02-17,8519.125
2017-02-18,7425.875
2017-02-19,6897.541666666667
2017-02-20,8316.625
2017-02-21,8367.583333333334
2017-02-22,8282.208333333334
2017-02-23,8078.875
2017-02-24,8171.166666666667
2017-02-25,7083.083333333333
2017-02-26,6761.125
2017-02-27,8071.5
2017-02-28,8207.041666666666
2017-03-01,8225.0
2017-03-02,8259.708333333334
2017-03-03,7937.625
2017-03-04,6708.5
2017-03-05,6359.5
2017-03-06,7953.166666666667
2017-03-07,8171.583333333333
2017-03-08,8075.5
2017-03-09,8114.0
2017-03-10,8022.791666666667
2017-03-11,6842.916666666667
2017-03-12,6386.208333333333
2017-03-13,7845.125
2017-03-14,8000.833333333333
2017-03-15,7938.25
2017-03-16,7743.125
2017-03-17,7535.791666666667
2017-03-18,6834.583333333333
2017-03-19,6239.583333333333
2017-03-20,7473.833333333333
2017-03-21,7518.166666666667
2017-03-22,7767.916666666667
2017-03-23,7683.833333333333
2017-03-24,7602.791666666667
2017-03-25,6423.666666666667
2017-03-26,5969.375
2017-03-27,7410.416666666667
2017-03-28,7458.208333333333
2017-03-29,7436.791666666667
2017-03-30,7436.083333333333
2017-03-31,7096.708333333333
2017-04-01,6129.625
2017-04-02,5591.958333333333
2017-04-03,7185.375
2017-04-04,7399.541666666667
2017-04-05,7519.916666666667
2017-04-06,7648.791666666667
2017-04-07,7501.625
2017-04-08,6243.875
2017-04-09,5666.791666666667
2017-04-10,7083.708333333333
2017-04-11,7332.375
2017-04-12,7353.291666666667
2017-04-13,7475.208333333333
2017-04-14,7043.625
2017-04-15,6057.791666666667
2017-04-16,5554.625
2017-04-17,5785.875
2017-04-18,7480.875
2017-04-19,7916.208333333333
2017-04-20,7850.416666666667
2017-04-21,7508.791666666667
2017-04-22,6489.458333333333
2017-04-23,5876.75
2017-04-24,7186.25
2017-04-25,7178.041666666667
2017-04-26,7436.333333333333
2017-04-27,7690.916666666667
2017-04-28,7640.375
2017-04-29,6211.541666666667
2017-04-30,5534.916666666667
2017-05-01,5674.0
2017-05-02,7093.958333333333
2017-05-03,7336.291666666667
2017-05-04,7250.875
2017-05-05,7197.291666666667
2017-05-06,5948.75
2017-05-07,5629.166666666667
2017-05-08,7176.333333333333
2017-05-09,7351.916666666667
2017-05-10,7106.583333333333
2017-05-11,7046.208333333333
2017-05-12,6939.333333333333
2017-05-13,5932.958333333333
2017-05-14,5385.25
2017-05-15,7009.333333333333
2017-05-16,7007.5
2017-05-17,6927.166666666667
2017-05-18,7019.625
2017-05-19,6895.291666666667
2017-05-20,5914.166666666667
2017-05-21,5417.666666666667
2017-05-22,6814.125
2017-05-23,6961.708333333333
2017-05-24,7059.875
2017-05-25,5622.666666666667
2017-05-26,6245.458333333333
2017-05-27,5695.0
2017-05-28,5241.083333333333
2017-05-29,6833.166666666667
2017-05-30,7096.0
2017-05-31,7162.166666666667
2017-06-01,7084.958333333333
2017-06-02,6945.083333333333
2017-06-03,5804.375
2017-06-04,5351.708333333333
2017-06-05,5398.25
2017-06-06,7114.166666666667
2017-06-07,7069.958333333333
2017-06-08,6944.75
2017-06-09,6903.833333333333
2017-06-10,5839.916666666667
2017-06-11,5341.166666666667
2017-06-12,7189.875
2017-06-13,7219.166666666667
2017-06-14,7139.541666666667
2017-06-15,5715.0
2017-06-16,6570.666666666667
2017-06-17,5699.583333333333
2017-06-18,5272.208333333333
2017-06-19,6961.708333333333
2017-06-20,7212.75
2017-06-21,7372.5
2017-06-22,7354.291666666667
2017-06-23,7292.166666666667
2017-06-24,6148.5
2017-06-25,5699.625
2017-06-26,7154.791666666667
2017-06-27,7384.0
2017-06-28,7455.375
2017-06-29,7397.208333333333
2017-06-30,7045.208333333333
2017-07-01,6013.166666666667
2017-07-02,5556.833333333333
2017-07-03,7075.166666666667
2017-07-04,7173.75
2017-07-05,7235.333333333333
2017-07-06,7225.75
2017-07-07,7146.666666666667
2017-07-08,6126.708333333333
2017-07-09,5640.958333333333
2017-07-10,7227.833333333333
2017-07-11,7228.916666666667
2017-07-12,7247.0
2017-07-13,6993.583333333333
2017-07-14,6861.083333333333
2017-07-15,5812.25
2017-07-16,5273.708333333333
2017-07-17,6794.416666666667
2017-07-18,7030.916666666667
2017-07-19,7099.875
2017-07-20,7143.875
2017-07-21,6892.666666666667
2017-07-22,5923.708333333333
2017-07-23,5435.541666666667
2017-07-24,6938.75
2017-07-25,6699.875
2017-07-26,6787.541666666667
2017-07-27,6772.791666666667
2017-07-28,6640.0
2017-07-29,5681.75
2017-07-30,5319.208333333333
2017-07-31,6676.541666666667
2017-08-01,6887.625
2017-08-02,6986.541666666667
2017-08-03,6971.625
2017-08-04,6901.125
2017-08-05,6011.041666666667
2017-08-06,5536.0
2017-08-07,6561.5
2017-08-08,6750.041666666667
2017-08-09,6864.958333333333
2017-08-10,6984.166666666667
2017-08-11,6672.958333333333
2017-08-12,5685.5
2017-08-13,5171.666666666667
2017-08-14,6196.916666666667
2017-08-15,5471.041666666667
2017-08-16,6799.541666666667
2017-08-17,6941.875
2017-08-18,6844.5
2017-08-19,6030.833333333333
2017-08-20,5339.0
2017-08-21,6716.0
2017-08-22,6822.416666666667
2017-08-23,6865.5
2017-08-24,7016.0
2017-08-25,6981.708333333333
2017-08-26,6008.291666666667
2017-08-27,5538.041666666667
2017-08-28,7073.291666666667
2017-08-29,7034.458333333333
2017-08-30,7178.166666666667
2017-08-31,7374.25
2017-09-01,7207.291666666667
2017-09-02,6089.375
2017-09-03,5630.916666666667
2017-09-04,6956.083333333333
2017-09-05,7213.583333333333
2017-09-06,7387.458333333333
2017-09-07,7259.291666666667
2017-09-08,7038.0
2017-09-09,6040.5
2017-09-10,5725.75
2017-09-11,7313.458333333333
2017-09-12,7436.625
2017-09-13,7368.833333333333
2017-09-14,7416.416666666667
2017-09-15,7186.333333333333
2017-09-16,6306.666666666667
2017-09-17,5887.791666666667
2017-09-18,7294.208333333333
2017-09-19,7711.375
2017-09-20,7677.125
2017-09-21,7541.458333333333
2017-09-22,7295.375
2017-09-23,6138.416666666667
2017-09-24,5750.375
2017-09-25,7308.791666666667
2017-09-26,7454.291666666667
